,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,awstranslate
5143,M04,Session2,wav_headMic,0209,yes,75,513,mut,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0209.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0209.wav,But
2765,M01,Session2_3,wav_headMic,0176,yes,40,513,zero,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0176.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0176.wav,Zero.
3625,M02,Session1,wav_arrayMic,0223,yes,52,513,mere,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0223.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0223.wav,You're.
2931,M01,Session2_3,wav_arrayMic,0056,yes,249,513,Are your grades higher or lower than Nancy's? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0056.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0056.wav,"Are you? Ah, our men."
120,F01,Session1,wav_headMic,0121,yes,58,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0121.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0121.wav,Puck.
2749,M01,Session2_3,wav_headMic,0160,yes,213,513,This is not a program of socialized medicine.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0160.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0160.wav,The ah brogue move the
1204,F03,Session2,wav_arrayMic,0379,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0379.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0379.wav,Right?
987,F03,Session2,wav_arrayMic,0157,yes,57,513,pretty,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0157.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0157.wav,Ready.
611,F03,Session1,wav_arrayMic,0140,yes,52,513,steer,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0140.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0140.wav,There.
2560,M01,Session1,wav_arrayMic,0070,yes,108,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0070.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0070.wav,
1193,F03,Session2,wav_arrayMic,0368,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0368.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0368.wav,When.
2336,F04,Session2,wav_arrayMic,0196,yes,108,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0196.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0196.wav,A week.
5101,M04,Session2,wav_headMic,0167,yes,78,513,lip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0167.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0167.wav,Lip.
2999,M01,Session2_3,wav_arrayMic,0124,yes,104,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0124.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0124.wav,
429,F03,Session1,wav_headMic,0162,yes,23,513,fate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0162.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0162.wav,Right?
2135,F04,Session2,wav_headMic,0244,yes,120,513,We have an excellent team.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0244.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0244.wav,We have an excellent team.
4380,M03,Session2,wav_headMic,0409,yes,76,513,uniform,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0409.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0409.wav,Uniform.
2291,F04,Session2,wav_arrayMic,0151,yes,122,513,kitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0151.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0151.wav,Kitten.
6029,M05,Session2,wav_headMic,0244,yes,86,513,part,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0244.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0244.wav,Put.
2168,F04,Session2,wav_arrayMic,0028,yes,141,513,I tried to tell people in the community.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0028.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0028.wav,I tried to tell people in the community.
191,F01,Session1,wav_arrayMic,0058,yes,29,513,the,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0058.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0058.wav,The
3249,M02,Session1,wav_headMic,0087,yes,83,513,form,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0087.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0087.wav,For.
1710,F04,Session1,wav_arrayMic,0018,yes,43,513,storm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0018.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0018.wav,Storm.
3603,M02,Session1,wav_arrayMic,0201,yes,52,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0201.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0201.wav,Five.
4418,M03,Session2,wav_arrayMic,0026,yes,90,513,sheet,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0026.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0026.wav,Sheet.
5672,M05,Session1,wav_arrayMic,0015,yes,353,513,"Well, he is nearly ninety-three years old; ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0015.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0015.wav,You.
4895,M04,Session1,wav_arrayMic,0088,yes,501,513,She had your dark suit in greasy wash water all year.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0088.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0088.wav,"Yeah, Your your dad in. Wait. Where are you?"
5436,M04,Session2,wav_arrayMic,0205,yes,51,513,rock,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0205.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0205.wav,Rock.
599,F03,Session1,wav_arrayMic,0128,yes,47,513,select,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0128.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0128.wav,What?
5760,M05,Session1,wav_arrayMic,0104,yes,327,513,She had your dark suit in greasy wash water all year.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0104.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0104.wav,She ID'd your water.
675,F03,Session1,wav_arrayMic,0204,yes,33,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0204.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0204.wav,Fate.
3226,M02,Session1,wav_headMic,0064,yes,83,513,knee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0064.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0064.wav,"No, no, no."
3962,M02,Session2,wav_arrayMic,0231,yes,122,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0231.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0231.wav,No.
1298,F03,Session3,wav_headMic,0029,yes,173,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0029.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0029.wav,
702,F03,Session2,wav_headMic,0027,yes,77,513,delta,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0027.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0027.wav,I killed her.
999,F03,Session2,wav_arrayMic,0171,yes,113,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0171.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0171.wav,Alone sober where can often be flimsy.
5823,M05,Session2,wav_headMic,0038,yes,496,513,"If you destroy confidence in banks, you do something to the economy, he said.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0038.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0038.wav,"If you destroy a co who did in bank, you do feel tio, it's gone, he said."
1492,F03,Session3,wav_arrayMic,0010,yes,75,513,wicker,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0010.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0010.wav,Worker.
1550,F03,Session3,wav_arrayMic,0068,yes,33,513,and,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0068.wav,And
2700,M01,Session2_3,wav_headMic,0111,yes,503,513,"If you destroy confidence in banks, you do something to the economy, he said.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0111.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0111.wav,If you the drug of the bearing you do young being the government. Ah!
3501,M02,Session1,wav_arrayMic,0099,yes,66,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0099.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0099.wav,Star.
822,F03,Session2,wav_headMic,0148,yes,52,513,knitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0148.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0148.wav,Living.
2179,F04,Session2,wav_arrayMic,0039,yes,122,513,lip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0039.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0039.wav,Lip.
2240,F04,Session2,wav_arrayMic,0100,yes,118,513,six,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0100.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0100.wav,Six.
6148,M05,Session2,wav_headMic,0363,yes,82,513,red,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0363.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0363.wav,Red.
4885,M04,Session1,wav_arrayMic,0078,yes,90,513,air,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0078.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0078.wav,There.
436,F03,Session1,wav_headMic,0169,yes,21,513,toot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0169.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0169.wav,Two.
2811,M01,Session2_3,wav_headMic,0223,yes,40,513,five,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0223.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0223.wav,
2070,F04,Session2,wav_headMic,0179,yes,93,513,kilo,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0179.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0179.wav,Q.
151,F01,Session1,wav_arrayMic,0018,yes,43,513,no,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0018.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0018.wav,No.
5144,M04,Session2,wav_headMic,0210,yes,72,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0210.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0210.wav,No.
3121,M01,Session2_3,wav_arrayMic,0246,yes,66,513,thought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0246.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0246.wav,
5483,M04,Session2,wav_arrayMic,0252,yes,55,513,dot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0252.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0252.wav,Dud.
1709,F04,Session1,wav_arrayMic,0017,yes,52,513,sticks,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0017.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0017.wav,Sticks.
5776,M05,Session1,wav_arrayMic,0120,yes,47,513,the,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0120.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0120.wav,Yeah.
5257,M04,Session2,wav_arrayMic,0024,yes,507,513,giving those who observe him a pronounced feeling of the utmost respect.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0024.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0024.wav,"Given the no, uh uh, the most."
4275,M03,Session2,wav_headMic,0304,yes,86,513,sergeant,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0304.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0304.wav,Sergeant.
2721,M01,Session2_3,wav_headMic,0132,yes,224,513,They carried me off on the stretcher.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0132.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0132.wav,They carry on the Teo.
3234,M02,Session1,wav_headMic,0072,yes,52,513,left,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0072.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0072.wav,Look.
4085,M03,Session2,wav_headMic,0114,yes,74,513,the,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0114.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0114.wav,The
3830,M02,Session2,wav_arrayMic,0094,yes,141,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0094.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0094.wav,Town.
4208,M03,Session2,wav_headMic,0237,yes,75,513,light,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0237.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0237.wav,Light.
3011,M01,Session2_3,wav_arrayMic,0136,yes,75,513,cheer,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0136.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0136.wav,Here.
3224,M02,Session1,wav_headMic,0062,yes,441,513,"When he speaks, his voice is just a bit cracked and quivers a trifle.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0062.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0062.wav,"When he threw his voice too, too Boo cry and quivers like five for"
1589,F03,Session3,wav_arrayMic,0107,yes,113,513,A good attitude is unbeatable.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0107.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0107.wav,A good lad who is undisputable.
519,F03,Session1,wav_arrayMic,0048,yes,43,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0048.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0048.wav,
5650,M05,Session1,wav_headMic,0123,yes,96,513,rain,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0123.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0123.wav,Rain.
4116,M03,Session2,wav_headMic,0145,yes,85,513,suit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0145.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0145.wav,Suit.
3687,M02,Session2,wav_headMic,0118,yes,99,513,lima,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0118.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0118.wav,Yeah.
1149,F03,Session2,wav_arrayMic,0324,yes,66,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0324.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0324.wav,It took me out one day.
5385,M04,Session2,wav_arrayMic,0153,yes,350,513,One validated acts of school districts. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0153.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0153.wav,When did you really?
204,F01,Session1,wav_arrayMic,0071,yes,52,513,jagged,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0071.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0071.wav,Get it.
5907,M05,Session2,wav_headMic,0122,yes,196,513,Just one side got wet.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0122.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0122.wav,Just want T o go where?
4737,M03,Session2,wav_arrayMic,0350,yes,90,513,bit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0350.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0350.wav,A bit.
1813,F04,Session1,wav_arrayMic,0121,yes,99,513,down,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0121.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0121.wav,Down.
1721,F04,Session1,wav_arrayMic,0029,yes,43,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0029.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0029.wav,New.
4860,M04,Session1,wav_arrayMic,0052,yes,455,513,"he dresses himself in an ancient black frock coat, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0052.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0052.wav,"He didn't and look, Fuck good."
4308,M03,Session2,wav_headMic,0337,yes,79,513,foxtrot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0337.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0337.wav,Fox trot.
2841,M01,Session2_3,wav_headMic,0253,yes,44,513,pitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0253.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0253.wav,You do.
4346,M03,Session2,wav_headMic,0375,yes,67,513,at,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0375.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0375.wav,At
471,F03,Session1,wav_headMic,0204,yes,27,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0204.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0204.wav,
4285,M03,Session2,wav_headMic,0314,yes,77,513,spark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0314.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0314.wav,Spark.
5170,M04,Session2,wav_headMic,0236,yes,200,513,Their house is grey and white.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0236.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0236.wav,Then great in white.
2448,M01,Session1,wav_headMic,0058,no,None,None,I can read,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0058.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0058.wav,Okay.
3265,M02,Session1,wav_headMic,0103,yes,164,513,I can read,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0103.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0103.wav,I can read.
754,F03,Session2,wav_headMic,0079,yes,121,513,thought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0079.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0079.wav,It's not.
1072,F03,Session2,wav_arrayMic,0246,yes,29,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0246.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0246.wav,But
3227,M02,Session1,wav_headMic,0065,yes,70,513,no,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0065.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0065.wav,No.
1762,F04,Session1,wav_arrayMic,0070,yes,61,513,feed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0070.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0070.wav,Feed.
4494,M03,Session2,wav_arrayMic,0103,yes,94,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0103.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0103.wav,Sip.
4029,M03,Session2,wav_headMic,0058,yes,92,513,train,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0058.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0058.wav,Train.
2298,F04,Session2,wav_arrayMic,0158,yes,94,513,hark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0158.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0158.wav,Hark.
